Cell_ID,RNTI,CQI,Layers,MCS,CQI_Change,RI_Change,Margin_ChangeM,Nack,Alloc_RBs,DL_Aggregation_Level_1,DLAL_2,DLAL_4,DLAL_8,DLAL_16,DL-BLER,RI,DL-CQI,DL-MCS,256QAM,Small_Alloc,UL-BLER-CRC,UL-CQI,UL-MCS,C2I,256QAM_1,Meas_Gap,Connected,BeamID,ConnectedTime_min,Time_Delta,Jammer_On
1,2265,6,1,6,0,0,0,0,2,0,0,0,0,0,0,1,6,6,0,0,0,0,1,2.0,0,0,0,1,0,10,0
1,2265,12,1,6,0,1,0,0,2,0,0,0,0,0,0,1,6,6,0,0,0,0,1,2.0,0,0,0,1,0,10,0
1,2265,12,1,6,0,0,0,0,2,0,0,0,0,0,0,3,12,6,0,0,0,0,4,4.4,0,0,0,1,0,10,0
1,2265,11,1,6,0,0,0,0,2,0,0,0,0,0,27,4,11,15,0,0,10,0,1,1.4,0,0,0,1,0,10,0
1,2265,11,1,6,0,0,0,0,2,0,0,0,0,0,0,3,12,6,0,0,0,0,7,6.2,0,0,0,1,0,10,0
1,2265,11,2,15,0,0,0,0,2,0,1,0,0,0,0,4,11,15,0,0,0,0,3,2.6,0,0,0,1,0,20,0
1,2265,11,2,15,0,0,0,80,2,0,1,0,0,0,0,4,11,15,0,0,0,0,3,2.6,0,0,0,1,0,10,0
1,2265,11,2,15,0,0,0,0,2,0,1,0,0,0,0,4,11,15,0,0,0,0,5,4.6,0,0,0,1,0,10,0
1,2265,11,2,15,0,0,0,0,2,0,1,0,0,0,0,4,11,15,0,0,0,0,7,6.8,0,0,0,1,0,20,0
1,2265,11,2,15,0,0,0,0,2,0,0,0,0,0,0,4,11,15,0,0,0,0,2,3.2,0,0,0,1,0,11,0
1,2265,11,2,15,0,0,0,0,2,0,0,0,0,0,0,4,11,15,0,0,100,0,3,4.4,0,0,0,1,0,10,0
1,2265,11,2,15,0,0,0,0,2,0,1,0,0,0,0,4,11,15,0,0,0,0,3,3.6,0,0,0,1,0,10,0
1,2265,11,2,15,0,0,0,0,2,0,1,0,0,0,100,4,11,15,0,0,0,0,3,4.0,0,0,0,1,0,20,0
1,2265,11,2,15,0,0,0,0,2,0,1,0,0,0,0,4,11,15,0,0,0,0,3,4.0,0,0,0,1,0,11,0
1,2265,11,2,15,0,0,0,0,2,0,0,0,0,0,0,4,11,15,0,0,0,0,3,4.0,0,0,0,1,0,10,0
1,2265,11,2,15,0,0,0,0,2,0,0,0,0,0,0,4,11,15,0,0,0,0,2,3.0,0,0,0,1,0,10,0
1,2265,11,2,15,0,0,0,0,2,0,0,0,0,0,0,4,11,15,0,0,0,0,2,3.0,0,0,0,1,0,10,0
1,2265,11,2,15,0,0,0,0,2,0,0,0,0,0,0,4,11,15,0,0,0,0,4,3.6,0,0,0,1,0,10,0
1,2265,12,2,15,1,0,0,0,2,0,0,0,0,0,0,4,11,15,0,0,0,0,4,3.6,0,0,0,1,0,11,0
1,2265,12,2,15,0,0,0,0,2,0,0,0,0,0,0,4,12,15,0,0,0,0,1,1.8,0,0,0,1,0,20,0
1,2265,12,2,15,0,0,0,0,2,0,0,0,0,0,0,4,12,15,0,0,0,0,1,1.8,0,0,0,1,0,10,0
1,2265,12,2,15,0,0,0,0,2,0,0,0,0,0,0,4,12,15,0,0,0,0,1,1.8,0,0,0,1,0,10,0
1,2265,12,2,15,0,0,0,0,2,0,0,0,0,0,0,4,12,15,0,0,0,0,6,7.0,0,0,0,1,0,20,0
1,2265,12,2,15,0,0,0,0,2,0,0,0,0,0,0,4,12,15,0,0,0,0,6,7.0,0,0,0,1,0,10,0
1,2265,12,2,15,0,0,0,0,2,0,0,0,0,0,0,4,12,15,0,0,0,0,6,7.0,0,0,0,1,0,10,0
1,2265,12,2,16,0,0,0,0,2,0,1,0,0,0,0,4,12,16,0,0,0,0,7,6.8,0,0,0,1,0,11,0
1,2265,12,2,16,0,0,0,0,2,0,1,0,0,0,0,4,12,16,0,0,0,0,7,6.8,0,0,0,1,0,10,0
1,2265,12,2,16,0,0,0,0,2,0,1,0,0,0,0,4,11,16,0,0,0,0,3,3.4,0,0,0,1,0,10,0
1,2265,11,2,14,0,0,0,0,2,0,0,0,0,0,0,4,11,14,0,0,0,0,6,5.6,0,0,0,1,0,10,0
1,2265,11,2,14,0,0,0,0,2,0,0,0,0,0,0,4,11,14,0,0,0,0,6,6.4,0,0,0,1,0,11,0
1,2265,12,2,14,0,0,0,0,2,0,0,0,0,0,0,4,12,14,0,0,100,0,5,6.2,0,0,0,1,0,10,0
1,2265,12,2,14,0,0,0,0,2,0,0,0,0,0,0,4,12,14,0,0,0,0,6,6.8,0,0,0,1,0,10,0
1,2265,12,2,14,0,0,0,0,2,0,0,0,0,0,0,4,12,14,0,0,100,0,5,6.2,0,0,0,1,0,10,0
1,2265,12,2,14,0,0,0,0,2,0,0,0,0,0,5,4,13,16,0,0,7,0,2,2.2,0,0,0,1,0,10,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,2,2.4,0,0,0,1,0,10,0
1,2265,12,2,16,1,0,0,0,2,0,0,0,0,0,0,4,12,16,0,0,0,0,6,5.2,0,0,0,1,0,10,0
1,2265,12,2,16,0,0,0,0,2,0,0,0,0,0,0,4,12,16,0,0,0,0,6,5.2,0,0,0,1,0,10,0
1,2265,12,2,16,0,0,0,0,2,0,0,0,0,0,0,4,12,16,0,0,100,0,6,6.2,0,0,0,1,0,11,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,6,5.6,0,0,0,1,0,10,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,7,6.8,0,0,0,1,0,10,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,6,5.6,0,0,0,1,0,10,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,12,16,0,0,0,0,4,4.0,0,0,0,1,0,11,0
1,2265,12,2,16,0,0,0,0,2,0,0,0,0,0,0,4,12,16,0,0,0,0,4,4.0,0,0,0,1,0,10,0
1,2265,12,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,5,5.0,0,0,0,1,0,10,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,5,5.0,0,0,0,1,0,11,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,5,5.0,0,0,0,1,0,21,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,5,5.6,0,0,0,1,0,21,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,5,5.6,0,0,0,1,0,11,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,5,5.6,0,0,0,1,0,10,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,5,5.6,0,0,0,1,0,20,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,5,5.6,0,0,0,1,0,30,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,5,5.6,0,0,0,1,0,40,0
1,2265,13,2,16,0,0,0,0,2,0,0,0,0,0,0,4,13,16,0,0,0,0,5,5.6,0,0,0,1,0,51,0
1,2265,13,2,18,0,0,0,0,2,0,1,0,0,0,0,4,13,18,0,0,0,0,4,4.4,0,0,0,1,0,51,0
1,2265,13,2,18,0,0,0,0,2,0,1,0,0,0,0,4,13,18,0,0,0,0,4,4.4,0,0,0,1,0,41,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,4.4,0,0,0,1,0,31,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,4.4,0,0,0,1,0,21,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,4.8,0,0,0,1,0,20,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,4.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,5,5.0,0,0,0,1,0,10,0
1,2265,12,2,18,1,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,3,3.2,0,0,0,1,0,46,0
1,2265,12,2,18,1,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,14,0,5,6.6,0,0,0,1,0,56,0
1,2265,12,2,18,1,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,5,5.2,0,0,0,1,0,10,0
1,2265,12,2,18,1,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,4.0,0,0,0,1,0,35,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,3,5.2,0,0,0,1,0,41,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,2,4.2,0,0,0,1,0,31,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,2,4.0,0,0,0,1,0,21,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,3,4.2,0,0,0,1,0,11,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,6.2,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,3,5.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,6.2,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,3,5.4,0,0,0,1,0,11,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,9,9.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,5,6.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,9,9.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,8,8.2,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,8,8.2,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,13,11.6,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,13,11.6,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,7,8.2,0,0,0,1,0,11,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,12,11.2,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,7,8.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,7,8.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,6,7.8,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,6,7.8,0,0,0,1,0,20,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,8,8.4,0,0,0,1,0,21,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,8,8.4,0,0,0,1,0,11,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,8,8.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,8,8.4,0,0,0,1,0,20,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,6,8.0,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,6,7.4,0,0,0,1,0,11,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,6,8.0,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,5,6.6,0,0,0,1,0,20,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,10,0,5,7.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,6,7.2,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,6.0,0,0,0,1,0,11,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,6.6,0,0,0,1,0,21,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,6.0,0,0,0,1,0,21,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,4,6.0,0,0,0,1,0,31,0
1,2265,14,2,18,1,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,8,9.0,0,0,0,1,0,31,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,8,9.0,0,0,0,1,0,21,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,9,9.8,0,0,0,1,0,21,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,8,9.0,0,0,0,1,0,11,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,9,10.6,0,0,0,1,0,31,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,9,10.8,0,0,0,1,0,11,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,11,11.4,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,9,10.4,0,0,0,1,0,21,0
1,2265,13,2,18,1,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,8,9.6,0,0,0,1,0,10,0
1,2265,13,2,18,1,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,11,11.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,8,9.0,0,0,0,1,0,11,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,8,9.6,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,7,8.6,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,8,9.2,0,0,0,1,0,20,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,9,9.8,0,0,0,1,0,10,0
1,2265,13,2,18,1,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,7,8.4,0,0,0,1,0,11,0
1,2265,13,2,18,1,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,7,8.6,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,7,8.4,0,0,0,1,0,10,0
1,2265,15,2,18,1,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,7,8.4,0,0,0,1,0,20,0
1,2265,15,2,18,0,0,0,0,2,0,0,0,0,0,0,4,15,18,0,0,0,0,8,9.4,0,0,0,1,0,11,0
1,2265,15,2,18,0,0,0,0,2,0,0,0,0,0,0,4,15,18,0,0,0,0,12,11.4,0,0,0,1,0,10,0
1,2265,15,2,18,0,0,0,0,2,0,0,0,0,0,0,4,15,18,0,0,0,0,8,9.4,0,0,0,1,0,20,0
1,2265,15,2,18,0,0,0,0,2,0,0,0,0,0,0,4,15,18,0,0,0,0,9,10.0,0,0,0,1,0,10,0
1,2265,15,2,18,0,0,0,0,2,0,0,0,0,0,0,4,15,18,0,0,0,0,12,11.4,0,0,0,1,0,10,0
1,2265,14,2,18,1,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,11,10.6,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,11,10.6,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,7,0,12,11.0,0,0,0,1,0,31,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,15,18,0,0,0,0,12,11.4,0,0,0,1,0,20,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,13,11.8,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,12,11.0,0,0,0,1,0,21,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,12,11.0,0,0,0,1,0,20,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,12,11.0,0,0,0,1,0,10,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,13,11.4,0,0,0,1,0,11,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,11,10.2,0,0,0,1,0,21,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,15,13.2,0,0,0,1,0,20,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,15,13.2,0,0,0,1,0,10,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,15,13.2,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,19,15.8,0,0,0,1,0,11,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,17,14.2,0,0,0,1,0,10,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,50,0,14,11.2,0,0,0,1,0,10,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,14,12.6,0,0,0,1,0,10,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,15,13.4,0,0,0,1,0,10,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,50,0,8,8.4,0,0,0,1,0,11,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,7,7.4,0,0,0,1,0,10,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,50,0,8,8.4,0,0,0,1,0,10,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,7,7.4,0,0,0,1,0,10,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,9,8.8,0,0,0,1,0,10,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,9,8.8,0,0,0,1,0,11,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,11,9.4,0,0,0,1,0,10,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,11,9.4,0,0,0,1,0,10,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,8,7.8,0,0,0,1,0,11,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,11,18,0,0,0,0,8,7.8,0,0,0,1,0,10,0
1,2265,11,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,9,7.6,0,0,0,1,0,10,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,100,0,5,5.6,0,0,0,1,0,10,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,13,12.8,0,0,0,1,0,11,0
1,2265,12,2,18,0,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,13,12.8,0,0,0,1,0,10,0
1,2265,13,2,18,13,0,0,0,2,0,0,0,0,0,0,4,12,18,0,0,0,0,13,12.8,0,0,0,1,0,20,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,100,0,9,10.4,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,14,12.8,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,8,8.6,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,11,10.4,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,11,10.4,0,0,0,1,0,20,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,11,10.4,0,0,0,1,0,30,0
1,2265,13,2,18,1,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,100,0,14,12.4,0,0,0,1,0,31,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,100,0,14,12.4,0,0,0,1,0,21,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,100,0,14,12.4,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,13,12.6,0,0,0,1,0,11,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,13,13.0,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,15,14.8,0,0,0,1,0,10,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,17,14.4,0,0,0,1,0,20,0
1,2265,14,2,18,0,0,0,0,2,0,0,0,0,0,0,4,14,18,0,0,0,0,17,15.2,0,0,0,1,0,10,0
1,2265,13,2,18,1,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,19,16.6,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,19,16.6,0,0,0,1,0,10,0
1,2265,13,2,18,0,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,19,16.6,0,0,0,1,0,20,0
1,2265,14,2,18,1,0,0,0,2,0,0,0,0,0,0,4,13,18,0,0,0,0,19,16.6,0,0,0,1,0,30,0
